"Country A","Country B","Type","Date of signature","Effective","Status","Source","WHTrates","PE","Other","UN","5(3)(a)C","5(3)(a)S","5(3)(b)","5(4)(a)","5(4)(b)","5(5)(b)","5(6)","5(7)","7(1)(b&c)","7(3)","8(2)","10(2)(a)Q","10(2)(a)T","10(2)(b)","11(2)","11(2)F","12(2)","12(2)C","12(2)E","12(A)","13(4)","13(5)","14","16(2)","21(3)","25B(5)","27","29"
"Denmark","Morocco","Original","1984","1992","In Force","0.22","0.44","0.09","0.13","0.12","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","25","25","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","YES","NA"
"Denmark","South Africa","Original","1995","1996","In Force","0.15","0.13","0.19","0.13","0.12","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","0","0","0","0","0","0","NO","NO","YES","NO","NO","NO","YES","OTHER"
"Argentina","Denmark","Original","1995","1998","In Force","0.58","0.58","0.59","0.57","0.63","6","YES","6","YES","YES","NO","YES","YES","YES","NO","NO","10","25","15","12","12","10","15","10","10","","YES","YES","NO","YES","NO","NO","NA"
"Denmark","Mexico","Original","1997","1998","In Force","0.44","0.34","0.34","0.63","0.47","6","YES","NO","YES","YES","NO","YES","NO","NO","YES","NO","0","25","15","15","5","10","10","10","0","YES","YES","YES","NO","YES","NO","NO","NA"
"Denmark","Thailand","Original","1998","2000","In Force","0.51","0.43","0.59","0.5","0.53","6","YES","6","YES","YES","YES","NO","YES","NO","NO","YES","10","","10","15","10","15","5","15","0","NO","NO","YES","YES","YES","NO","NO","NA"
"Denmark","Venezuela","Original","1998","2002","In Force","0.41","0.38","0.22","0.63","0.47","6","NO","NO","YES","YES","NO","YES","NO","YES","YES","NO","5","25","15","5","5","10","10","10","5","YES","NO","YES","NO","YES","NO","YES","NA"
"Denmark","North Macedonia","Original","2000","2001","In Force","0.15","0.25","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","0","0","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Denmark","Georgia","Original","2007","2009","In Force","0.09","0.06","0.09","0.13","0.12","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","50","10","0","0","0","0","0","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Armenia","Denmark","Original","2018","2020","In Force","0.2","0.27","0.2","0.13","0.15","9","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","50","15","10","5","5","10","5","0","YES","NO","NO","NO","NO","NO","YES","PPT"
"Denmark","Egypt","Amended by MLI","2017","2021","In Force","0.49","0.63","0.22","0.63","0.41","6","NO","NO","YES","YES","NO","NO","YES","NO","NO","NO","15","","15","15","15","20","20","20","0","YES","YES","YES","YES","YES","NO","NO","PPT"
"Denmark","India","Amended by MLI","2017","2020","In Force","0.82","0.88","0.72","0.88","0.82","6","YES","NO","NO","NO","YES","NO","YES","YES","YES","NO","15","25","25","15","10","20","20","20","20","YES","YES","YES","YES","YES","NO","YES","PPT"
"Denmark","Indonesia","Amended by MLI","2017","2020","In Force","0.66","0.5","0.97","0.5","0.71","6","YES","3","NO","NO","YES","YES","YES","YES","NO","NO","10","25","20","10","10","15","15","15","0","YES","NO","YES","NO","YES","NO","NO","PPT"
"Denmark","Pakistan","Amended by MLI","2017","2021","In Force","0.84","0.68","0.84","1","0.94","6","YES","NO","NO","NO","YES","YES","YES","YES","YES","YES","15","","15","15","15","12","12","12","12","YES","YES","YES","YES","YES","NO","NO","PPT"
"Denmark","Ukraine","Amended by MLI","2018","2020","In Force","0.35","0.38","0.31","0.38","0.29","12","NO","NO","YES","YES","YES","NO","YES","NO","YES","NO","5","25","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","YES","PPT"
"Egypt","Ethiopia","Original","2011","2013","In Force","0.35","0.34","0.45","0.25","0.32","9","NO","12","YES","YES","NO","YES","YES","NO","YES","NO","5","25","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","PPT"
"Egypt","Norway","Original","1964","1965","In Force","0.24","0.19","0.09","0.43","0.25","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","","","","","","15","15","15","0","","YES","YES","NO","YES","NO","NO","NA"
"Egypt","Iraq","Original","1968","1968","In Force","0.17","0.25","0.1","0.14","0.13","4","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO LIMIT","","NO LIMIT","","","","","","0","NO","NO","YES","NO","","NO","NO","NA"
"Egypt","Italy","Original","1979","1983","In Force","0.43","0.94","0.09","0.25","0.24","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","20","","20","25","25","15","15","15","NO LIMIT","NO","YES","YES","NO","NO","NO","NO","NA"
"Egypt","Romania","Original","1979","1982","In Force","0.36","0.5","0.09","0.5","0.29","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","","10","15","15","15","15","15","0","YES","YES","YES","NO","YES","NO","NO","NA"
"Egypt","United States","Original","1980","1982","In Force","0.3","0.63","0.09","0.17","0.13","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO LIMIT","","NO LIMIT","15","15","15","15","15","0","NO","NO","YES","","","NO","YES","NA"
"Egypt","Switzerland","Original","1987","1989","In Force","0.33","0.38","0.34","0.29","0.31","6","NO","NO","YES","YES","NO","YES","YES","NO","NO","NO","5","25","15","15","0","12.5","12.5","12.5","0","YES","NO","YES","NO","","NO","NO","NA"
"Egypt","Germany","Original","1987","1992","In Force","0.44","0.56","0.34","0.43","0.38","6","YES","NO","YES","YES","NO","YES","NO","NO","NO","NO","15","","15","15","15","15","15","15","0","","YES","YES","NO","YES","NO","NO","NA"
"Egypt","Morocco","Original","1989","1993","In Force","0.41","0.39","0.34","0.5","0.41","6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","10","25","12.5","10","10","10","10","10","0","YES","YES","YES","NO","YES","NO","NO","NA"
"Egypt","Tunisia","Original","1989","1992","In Force","0.39","0.44","0.34","0.38","0.35","6","NO","NO","YES","YES","NO","YES","YES","NO","NO","NO","10","","10","10","10","15","15","15","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Egypt","Libya","Original","1990","1992","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Egypt","Syria","Original","1991","1992","In Force","0.61","0.63","0.59","0.63","0.59","6","NO","NO","NO","NO","NO","YES","YES","NO","NO","NO","15","","15","15","15","20","20","20","0","YES","YES","YES","YES","YES","NO","NO","NA"
"Egypt","Hungary","Original","1991","1994","In Force","0.72","0.56","0.97","0.63","0.76","6","YES","6","NO","NO","YES","YES","YES","NO","YES","NO","15","","15","15","15","15","15","15","0","YES","NO","YES","YES","YES","NO","NO","NA"
"Egypt","Turkey","Original","1993","1997","In Force","0.44","0.38","0.58","0.38","0.44","9","YES","6","NO","NO","NO","NO","NO","NO","NO","NO","5","25","15","10","10","10","10","10","0","YES","NO","YES","YES","NO","NO","NO","NA"
"Egypt","United Arab Emirates","Original","1994","1995","In Force","0.41","0.25","0.59","0.38","0.47","6","NO","NO","NO","NO","NO","YES","YES","NO","NO","NO","0","","0","10","10","10","10","10","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Egypt","Lebanon","Original","1996","1999","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Egypt","South Africa","Original","1997","1999","In Force","0.66","0.53","0.97","0.5","0.71","6","YES","6","NO","NO","YES","YES","YES","NO","NO","NO","15","","15","12","12","15","15","15","0","YES","YES","YES","NO","YES","NO","NO","NA"
"Egypt","Yemen","Original","1997","2001","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Egypt","Palestine","Original","1998","2000","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Algeria","Egypt","Original","2001","2004","In Force","0.59","0.31","0.83","0.63","0.68","9","YES","NO","NO","NO","YES","YES","YES","NO","YES","NO","10","","10","5","5","10","10","10","0","YES","NO","YES","YES","YES","NO","NO","NA"
"Egypt","Sudan","Original","2002","2004","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Egypt","Greece","Original","2004","2007","In Force","0.65","0.5","0.95","0.5","0.68","9","YES","9","NO","NO","YES","YES","YES","NO","NO","NO","10","","10","15","15","15","15","15","0","YES","YES","YES","NO","YES","NO","NO","NA"
"Egypt","Spain","Original","2005","2007","In Force","0.45","0.41","0.58","0.38","0.44","9","YES","6","YES","YES","YES","NO","YES","NO","NO","NO","9","25","12","10","10","12","12","12","0","YES","YES","YES","NO","NO","NO","NO","NA"
"Egypt","Montenegro","Pre-independence","2005","2007","In Force","0.53","0.5","0.83","0.25","0.5","9","YES","6","NO","NO","YES","YES","NO","NO","NO","NO","5","25","15","15","15","15","15","15","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Egypt","Georgia","Original","2010","2013","In Force","0.57","0.38","0.97","0.38","0.65","6","YES","6","NO","NO","YES","YES","YES","NO","YES","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","YES","NO","NO","NO","NA"
"Egypt","Kuwait","Original","2014","2017","In Force","0.54","0.38","0.98","0.25","0.59","3","YES","6","NO","NO","YES","YES","YES","NO","YES","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Egypt","Uzbekistan","Original","2018","2020","In Force","0.61","0.37","0.82","0.63","0.69","6","YES","6","","NO","NO","YES","YES","YES","YES","NO","5","25","10","10","10","12","12","12","0","YES","YES","YES","NO","NO","NO","NO","PPT"
"Cyprus","Egypt","Original","2019","2021","In Force","0.52","0.34","0.72","0.5","0.59","6","YES","6","YES","YES","YES","YES","YES","NO","YES","NO","5","20","10","10","10","10","10","10","0","YES","YES","YES","NO","NO","NO","NO","PPT"
"Iraq","Egypt","Multilateral","1973","1975","In Force","0.43","0.75","0.22","0.33","0.27","6","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO LIMIT","","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","0","","YES","YES","NO","","","NO","NA"
"Albania","Egypt","Amended by MLI","2019","2021","In Force","0.53","0.38","0.84","0.38","0.59","6","YES","6","NO","NO","NO","YES","YES","NO","NO","NO","10","","10","10","10","10","10","10","0","YES","YES","YES","NO","NO","NO","NO","PPT"
"Egypt","Finland","Amended by MLI","2017","2021","In Force","0.41","0.75","0.09","0.38","0.24","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO LIMIT","","NO LIMIT","NO LIMIT","NO LIMIT","25","25","25","0","NO","YES","YES","NO","YES","NO","NO","PPT"
"Egypt","France","Amended by MLI","2017","2021","In Force","0.32","0.38","0.22","0.38","0.29","6","NO","NO","YES","YES","NO","NO","YES","NO","NO","NO","0","","0","15","15","15","15","15","0","YES","NO","YES","NO","YES","NO","NO","PPT"
"Egypt","India","Amended by MLI","2017","2021","In Force","0.62","0.75","0.61","0.5","0.53","3","NO","NO","NO","NO","YES","NO","YES","NO","NO","NO","NO LIMIT","","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","0","YES","YES","YES","NO","YES","NO","NO","PPT"
"Egypt","Indonesia","Amended by MLI","2017","2021","In Force","0.76","0.56","0.84","0.88","0.82","6","YES","3","NO","NO","NO","YES","YES","YES","YES","NO","15","","15","15","15","15","15","15","0","YES","YES","YES","YES","YES","NO","YES","PPT"
"Egypt","Ireland","Amended by MLI","2017","2021","In Force","0.4","0.34","0.47","0.38","0.41","6","YES","6","YES","YES","NO","YES","NO","NO","NO","NO","5","25","10","10","10","10","10","10","0","YES","NO","YES","NO","YES","NO","NO","PPT"
"Egypt","Japan","Amended by MLI","2017","2021","In Force","0.4","0.69","0.22","0.29","0.25","6","NO","NO","YES","YES","NO","NO","YES","NO","NO","NO","20","","20","NO LIMIT","NO LIMIT","15","15","15","0","YES","NO","YES","NO","","NO","NO","PPT"
"Egypt","Jordan","Amended by MLI","2019","2021","In Force","0.6","0.63","0.69","0.5","0.53","12","YES","6","YES","NO","NO","YES","YES","NO","NO","NO","15","","15","15","15","20","20","20","0","YES","YES","YES","NO","YES","NO","NO","PPT"
"Egypt","South Korea","Amended by MLI","2017","2021","In Force","0.29","0.53","0.08","0.25","0.15","9","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","25","15","15","15","15","15","15","0","NO","NO","YES","NO","YES","NO","NO","PPT"
"Egypt","Malaysia","Amended by MLI","2018","2021","In Force","0.49","0.38","0.72","0.38","0.53","6","YES","NO","NO","NO","NO","YES","YES","NO","NO","NO","0","","0","15","15","15","15","15","0","YES","YES","YES","NO","NO","NO","NO","PPT"
"Egypt","Malta","Amended by MLI","2017","2021","In Force","0.54","0.4","0.97","0.25","0.59","6","YES","6","NO","NO","YES","YES","YES","NO","NO","NO","10","","10","10","10","12","12","12","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Egypt","Mauritius","Amended by MLI","2017","2021","In Force","0.65","0.37","0.97","0.63","0.76","6","YES","6","NO","NO","YES","YES","YES","YES","YES","NO","5","25","10","10","10","12","12","12","0","YES","NO","YES","NO","YES","NO","NO","PPT"
"Egypt","Netherlands","Amended by MLI","2017","2021","In Force","0.33","0.39","0.34","0.25","0.29","6","YES","NO","YES","YES","NO","NO","YES","NO","NO","NO","0","25","15","12","12","12","12","12","0","YES","NO","YES","NO","NO","YES","YES","PPT"
"Egypt","Pakistan","Amended by MLI","2017","2021","In Force","0.88","0.78","0.86","1","0.94","3","YES","NO","NO","NO","YES","YES","YES","YES","YES","","15","","30","15","15","15","15","15","15","YES","YES","YES","YES","YES","NO","NO","PPT"
"Egypt","Poland","Amended by MLI","2017","2021","In Force","0.56","0.45","0.72","0.5","0.59","6","YES","6","NO","NO","NO","NO","YES","NO","NO","NO","12","","12","12","12","12","12","12","0","YES","YES","YES","NO","YES","NO","NO","PPT"
"Egypt","Russia","Amended by MLI","2017","2021","In Force","0.7","0.5","0.97","0.63","0.76","6","YES","6","NO","NO","YES","YES","YES","NO","NO","NO","10","","10","15","15","15","15","15","0","YES","YES","YES","YES","YES","NO","NO","PPT"
"Egypt","Serbia","Amended by MLI","2017","2021","In Force","0.57","0.5","0.95","0.25","0.56","9","YES","6","NO","NO","YES","YES","YES","NO","NO","NO","5","25","15","15","15","15","15","15","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Egypt","Singapore","Amended by MLI","2017","2021","In Force","0.47","0.56","0.59","0.25","0.41","6","YES","6","YES","YES","NO","YES","YES","NO","NO","NO","15","","15","15","15","15","15","15","0","NO","NO","YES","NO","YES","NO","NO","PPT"
"Egypt","Sweden","Amended by MLI","2017","2021","In Force","0.53","0.49","0.59","0.5","0.53","6","NO","NO","NO","NO","NO","YES","YES","NO","NO","NO","5","25","15","15","15","14","14","14","0","YES","NO","YES","YES","YES","NO","NO","PPT"
"Egypt","Ukraine","Amended by MLI","2018","2021","In Force","0.67","0.45","0.84","0.71","0.75","6","YES","6","NO","NO","NO","YES","YES","NO","YES","NO","12","","12","12","12","12","12","12","0","YES","","YES","YES","YES","NO","NO","PPT"
"Egypt","United Kingdom","Amended by MLI","2017","2021","In Force","0.24","0.38","0.09","0.25","0.18","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","","","","15","15","15","15","15","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Egypt","Saudi Arabia","Amended by MLI","2018","2021","In Force","0.6","0.34","0.97","0.5","0.71","6","YES","6","NO","NO","YES","YES","YES","NO","YES","NO","5","20","10","10","10","10","10","10","0","YES","NO","YES","NO","YES","NO","NO","PPT"
"Ethiopia","France","Original","2006","2008","In Force","0.33","0.28","0.34","0.38","0.35","6","NO","NO","YES","YES","NO","YES","YES","NO","NO","NO","10","","10","5","5","7.5","7.5","7.5","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Ethiopia","India","Original","2011","2013","In Force","0.6","0.47","0.84","0.5","0.71","6","YES","6","NO","NO","YES","NO","YES","NO","YES","NO","7.5","","7.5","10","10","10","10","10","10","YES","YES","YES","NO","NO","NO","YES","PPT"
"Ethiopia","Israel","Original","2004","2008","In Force","0.24","0.26","0.08","0.38","0.21","9","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","10","15","10","5","5","5","0","0","YES","YES","YES","NO","NO","NO","NO","NA"
"Ethiopia","Italy","Original","1997","1997","In Force","0.41","0.5","0.47","0.25","0.35","6","YES","NO","YES","YES","YES","YES","NO","NO","NO","NO","10","","10","10","10","20","20","20","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Ethiopia","Kuwait","Original","1996","2000","In Force","0.38","0.29","0.61","0.25","0.41","3","YES","3","YES","YES","YES","NO","YES","NO","YES","NO","5","","5","5","5","30","30","0","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Ethiopia","Portugal","Original","2013","2017","In Force","0.35","0.34","0.34","0.38","0.41","6","NO","NO","YES","YES","NO","YES","YES","NO","NO","NO","5","25","10","10","10","5","5","5","5","YES","NO","YES","NO","YES","NO","NO","PPT"
"Ethiopia","Seychelles","Original","2012","2014","In Force","0.33","0.28","0.47","0.25","0.41","6","YES","NO","YES","YES","NO","YES","YES","NO","NO","NO","5","","5","5","5","5","5","5","7.5","NO","NO","YES","NO","YES","NO","NO","NA"
"Ethiopia","South Africa","Original","2004","2007","In Force","0.54","0.39","0.84","0.38","0.59","6","YES","6","NO","NO","YES","YES","NO","YES","NO","NO","10","","10","8","8","20","20","0","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Ethiopia","Tunisia","Original","2003","2008","In Force","0.36","0.25","0.7","0.13","0.38","9","YES","NO","NO","YES","YES","YES","YES","NO","NO","NO","5","","5","10","10","5","5","5","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Ethiopia","Turkey","Original","2005","2008","In Force","0.26","0.33","0.19","0.25","0.18","12","NO","NO","YES","YES","NO","NO","YES","YES","NO","NO","10","","10","10","10","10","10","0","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Ethiopia","United Kingdom","Original","2011","2013","In Force","0.38","0.28","0.47","0.38","0.41","6","NO","6","YES","YES","NO","YES","YES","NO","NO","NO","10","","10","5","5","7.5","7.5","7.5","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Ethiopia","Saudi Arabia","Original","2013","2017","In Force","0.55","0.31","0.72","0.63","0.71","6","YES","NO","NO","NO","YES","NO","YES","YES","YES","NO","5","","5","5","5","7.5","7.5","7.5","7.5","NO","YES","YES","NO","YES","NO","NO","NA"
"Ethiopia","Ireland","Original","2014","2017","In Force","0.25","0.17","0.22","0.38","0.29","6","NO","NO","YES","YES","NO","NO","YES","NO","NO","NO","5","","5","5","5","5","5","0","0","YES","NO","YES","NO","YES","NO","NO","NA"
